Date,Close,Open
2020-01-02 00:00:00+00:00,191.1199951171875,189.0
2020-01-03 00:00:00+00:00,189.60000610351562,188.41000366210938
2020-01-06 00:00:00+00:00,189.19000244140625,188.0
2020-01-07 00:00:00+00:00,188.69000244140625,189.58999633789062
2020-01-08 00:00:00+00:00,191.9199981689453,189.49000549316406
2020-01-09 00:00:00+00:00,193.25,193.0
2020-01-10 00:00:00+00:00,193.77000427246094,193.5
2020-01-13 00:00:00+00:00,195.3300018310547,194.44000244140625
2020-01-14 00:00:00+00:00,196.0500030517578,196.74000549316406
2020-01-15 00:00:00+00:00,199.8000030517578,197.0
2020-01-16 00:00:00+00:00,200.9499969482422,201.0
2020-01-17 00:00:00+00:00,204.6999969482422,201.75999450683594
2020-01-21 00:00:00+00:00,207.2899932861328,204.1300048828125
2020-01-22 00:00:00+00:00,207.89999389648438,207.50999450683594
2020-01-23 00:00:00+00:00,206.52000427246094,207.89999389648438
2020-01-24 00:00:00+00:00,205.0,207.4199981689453
2020-01-27 00:00:00+00:00,201.69000244140625,200.0
2020-01-28 00:00:00+00:00,202.85000610351562,202.38999938964844
2020-01-29 00:00:00+00:00,204.86000061035156,204.3000030517578
2020-01-30 00:00:00+00:00,208.2100067138672,204.0
2020-01-31 00:00:00+00:00,198.97000122070312,201.49000549316406
2020-02-03 00:00:00+00:00,200.80999755859375,199.94000244140625
2020-02-04 00:00:00+00:00,203.55999755859375,203.5
2020-02-05 00:00:00+00:00,202.80999755859375,205.5
2020-02-06 00:00:00+00:00,203.0399932861328,203.0500030517578
2020-02-07 00:00:00+00:00,202.74000549316406,201.97999572753906
2020-02-10 00:00:00+00:00,205.99000549316406,201.97000122070312
2020-02-11 00:00:00+00:00,203.94000244140625,207.5
2020-02-12 00:00:00+00:00,207.44000244140625,205.0
2020-02-13 00:00:00+00:00,207.39999389648438,206.6199951171875
2020-02-14 00:00:00+00:00,210.2899932861328,208.2899932861328
2020-02-18 00:00:00+00:00,211.1999969482422,210.0
2020-02-19 00:00:00+00:00,213.30999755859375,212.52000427246094
2020-02-20 00:00:00+00:00,211.4499969482422,212.1300048828125
2020-02-21 00:00:00+00:00,208.80999755859375,209.89999389648438
2020-02-24 00:00:00+00:00,198.7899932861328,197.88999938964844
2020-02-25 00:00:00+00:00,188.39999389648438,198.7899932861328
2020-02-26 00:00:00+00:00,187.2100067138672,190.0
2020-02-27 00:00:00+00:00,180.00999450683594,182.1199951171875
2020-02-28 00:00:00+00:00,181.75999450683594,173.7899932861328
2020-03-02 00:00:00+00:00,192.3300018310547,186.32000732421875
2020-03-03 00:00:00+00:00,185.72999572753906,193.1999969482422
2020-03-04 00:00:00+00:00,194.2899932861328,190.36000061035156
2020-03-05 00:00:00+00:00,186.9600067138672,191.24000549316406
2020-03-06 00:00:00+00:00,184.36000061035156,183.5399932861328
2020-03-09 00:00:00+00:00,171.1300048828125,171.2100067138672
2020-03-10 00:00:00+00:00,182.60000610351562,179.47000122070312
2020-03-11 00:00:00+00:00,172.9499969482422,177.64999389648438
2020-03-12 00:00:00+00:00,160.0800018310547,158.5
2020-03-13 00:00:00+00:00,175.8300018310547,168.72000122070312
2020-03-16 00:00:00+00:00,152.00999450683594,151.13999938964844
2020-03-17 00:00:00+00:00,157.88999938964844,155.75
2020-03-18 00:00:00+00:00,148.47999572753906,148.4600067138672
2020-03-19 00:00:00+00:00,152.25,146.9199981689453
2020-03-20 00:00:00+00:00,146.8300018310547,154.82000732421875
2020-03-23 00:00:00+00:00,135.74000549316406,141.3300018310547
2020-03-24 00:00:00+00:00,154.52999877929688,144.83999633789062
2020-03-25 00:00:00+00:00,161.77999877929688,159.32000732421875
2020-03-26 00:00:00+00:00,168.8800048828125,162.0800018310547
